timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
65933.6975000042,startContingent,,,,
65934.77370000619,,away,
65937.7383000101,,away,
65941.01920000685,,away,
65942.36319999618,,away,
65943.44260000798,,away,
65944.15090000257,,away,
65944.73119999748,,away,
65945.33699999738,,away,
65945.86040001013,,away,
65946.38210000994,,away,
65946.89690000087,,away,
65947.43450000533,,away,
65947.99190000049,,away,
65948.54060000216,,away,
65949.12869999825,,away,
65949.65560000855,,away,
65950.57050000469,,away,
65951.91660001001,,away,
65953.11509999738,,away,
65954.03030001034,,away,
65954.54289999907,,away,
65955.01750000403,,away,
65955.49809999648,,away,
65955.99129999755,,away,
65956.47390000522,,away,
65956.93369999935,,away,
65957.4205000099,,away,
65959.68749999884,,away,
65960.3008999984,,away,
65961.20269999665,,away,
65961.76489999925,,away,
65962.35210000305,,away,
65962.85870000429,,away,
65963.34790000401,,away,
65963.82210000593,,away,
65964.46960000321,,away,
65964.97590000217,,away,
65965.47070000088,,away,
65965.956,,away,
65966.44790000573,,away,
65967.26410000701,,away,
65968.05280000262,,away,
65969.41170000355,,away,
65970.35879999748,,away,
65971.174899998,,away,
65971.7057000089,,away,
65972.22530000727,,away,
65975.94289999688,,away,
65976.7281000095,,away,
65977.32020000694,,away,
65977.89330000523,,away,
65978.45850000158,,away,
65979.0367000096,,away,
65979.6045999974,,away,
65980.15730000043,,away,
65980.70900001039,,away,
65981.28340000403,,away,
65981.86529999657,,away,
65982.37620000145,,away,
65982.8806000005,,away,
65983.70280000381,,away,
65984.95540001022,,away,
65986.006799998,,away,
65986.60060000839,,away,
65987.3990000051,,away,
65988.05090000678,,away,
65988.58659999678,,away,
65990.55319999752,,away,
65991.16469999717,,away,
65991.72679999901,,away,
65992.26700000872,,away,
65992.80980000913,,away,
65993.35689999862,,away,
65993.88950000866,,away,
65994.40330000652,,away,
65995.01630000304,,away,
65995.55010000768,,away,
65996.09680000867,,away,
65996.67229999613,,away,
65997.19390000973,,away,
65997.74089999846,,away,
65998.35680000251,,away,
65998.96939999599,,away,
66000.0158000039,,away,
66001.50209999993,,away,
66002.7654000005,,away,
66004.73749999946,,away,
66007.44929999928,,away,
66008.6527000094,,away,
66009.58559999708,,away,
66010.38839999819,,away,
66011.4986999979,,away,
66011.9846000016,,away,
66012.4877000053,,away,
66012.95930000197,,away,
66013.45030000084,,away,
66013.94030000665,,away,
66014.45180000155,,away,
66014.95379999687,,away,
66015.4601999966,,away,
66015.96590000554,,away,
66016.50199999858,,away,
66017.42489999742,,away,
66018.51670000178,,away,
66019.7429999971,,away,
66022.00530000846,,away,
66022.59480000066,,away,
66023.3736000082,,away,
66023.93389999634,,away,
66024.46159999818,,away,
66024.95750000526,,away,
66025.46679999796,,away,
66025.98630001012,,away,
66026.49220000603,,away,
66026.97240000998,,away,
66027.47620000446,,away,
66027.97650000139,,away,
66028.48700000322,,away,
66029.01650000422,,away,
66029.49890001037,,away,
66029.9984000012,,away,
66030.48440000566,,away,
66030.9702000086,,away,
66031.45710000535,,away,
66031.94080000685,,away,
66032.42210000462,,away,
66032.90730000299,,away,
66033.53290000814,,away,
66034.47600000072,,away,
66035.35730000294,,away,
66039.56469999684,,away,
66040.67220000434,,away,
66041.75750000286,,away,
66042.31279999658,,away,
66042.8394000046,,away,
66043.31330000423,,away,
66043.8567000092,,away,
66044.44320000766,,away,
66044.96030000155,,away,
66045.44699999678,,away,
66045.98950000945,,away,
66046.50640000182,,away,
66047.02280000492,,away,
66047.4993000098,,away,
