timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
45033.56469998835,startContingent,,,,
45034.283499990124,,away,
45034.891299990704,,away,
45035.40369999246,,away,
45035.8617999882,,away,
45036.339799989946,,away,
45036.78939999372,,away,
45037.29159999057,,away,
45037.753999989945,,away,
45038.240999987465,,away,
45038.67409999657,,away,
45039.12719999789,,away,
45039.568399995915,,away,
45040.01869999047,,away,
45040.461699987645,,away,
45040.91119999066,,away,
45041.362299991306,,away,
45041.82499999297,,away,
45042.285799994715,,away,
45042.73969998758,,away,
45043.29570000118,,away,
45043.73099999793,,away,
45044.29679999885,,away,
45044.78259998723,,away,
45045.244599998114,,away,
45045.82049998862,,away,
45046.72399999981,,away,
45048.25549999077,,away,
45049.42269998719,,away,
45049.91469999368,,away,
45050.38010000135,,away,
45050.82959998981,,away,
45051.26880000171,,away,
45051.71739999787,,away,
45052.257499992265,,away,
45052.83499999496,,away,
45053.77889999363,,away,
45054.36419999751,,away,
45054.82510000002,,away,
45055.279499996686,,away,
45055.71469999268,,away,
45056.16179999197,,away,
45056.64599999727,,away,
45059.791199993924,,away,
45061.8717999896,,away,
45062.587199994596,,away,
45063.35630000103,,away,
45064.14199998835,,away,
45065.70899998769,,away,
45066.619499993976,,away,
45067.14919999649,,away,
45067.65259998792,,away,
45068.1215999939,,away,
45068.62679999904,,away,
45069.14229999529,,away,
45069.61749999027,,away,
45070.087699990836,,away,
45070.5772999936,,away,
45071.05139999476,,away,
45071.565499994904,,away,
45073.38919999893,,away,
45073.94679999561,,away,
45074.39749999321,,away,
45074.88619998912,,away,
45075.39579999866,,away,
45075.877999988734,,away,
45076.3314999931,,away,
45077.98349999939,,away,
45078.99519999046,,away,
45080.70679999946,,away,
45081.68879999721,,away,
45082.51369999198,,away,
45083.19449999544,,away,
45083.73839998967,,away,
45084.215299997595,,away,
45084.691099997144,,away,
45085.122499993304,,away,
45085.54379999987,,away,
45085.99880000111,,away,
45086.441999999806,,away,
45086.905299991486,,away,
45087.34869999171,,away,
45087.79439999489,,away,
45089.54200000153,,away,
45090.03209999355,,away,
45090.48949999851,,away,
45090.981999994256,,away,
45091.44619999279,,away,
45091.94759999809,,away,
45092.60569998878,,away,
45094.50099999958,,away,
45095.21449999011,,away,
45095.95719999925,,away,
45097.16089999711,,away,
45097.78229999938,,away,
45098.27949998726,,away,
45098.76369999256,,away,
45099.26319999795,,away,
45099.73519999767,,away,
45100.23279998859,,away,
45100.72319999745,,away,
45101.18769999826,,away,
45101.643099987996,,away,
45102.141099996516,,away,
45102.61089999403,,away,
45103.06860000128,,away,
45103.57519998797,,away,
45105.35169999639,,away,
45105.83149999729,,away,
45106.29669998889,,away,
45106.78519999783,,away,
45107.23829999915,,away,
45107.68019998795,,away,
45108.169300001464,,away,
45109.06579998846,,away,
45109.59389999334,,away,
45110.14649999561,,away,
45110.621399988304,,away,
45111.07609998726,,away,
45111.51489999611,,away,
45111.983800001326,,away,
45112.72249999456,,away,
45113.31979998795,,away,
45113.97479999869,,away,
45115.198399988,,away,
45115.87249999866,,away,
45116.41899999813,,away,
45116.8944999954,,away,
45117.361299999175,,away,
45117.85759999475,,away,
45118.30729999929,,away,
45118.75209999562,,away,
45119.22529998992,,away,
45119.66109999048,,away,
45121.511499994085,,away,
45121.97359999118,,away,
45122.52119999903,,away,
45123.39090000023,,away,
45123.98039999243,,away,
45124.54989999242,,away,
45125.06229999417,,away,
45125.52549999964,,away,
45125.98539999453,,away,
45126.58919999376,,away,
45127.05499998992,,away,
45127.51479999861,,away,
45127.96149999485,,away,
45128.399699999136,,away,
45128.927499987185,,away,
45130.09500000044,,away,
45130.7691999973,,away,
45131.241499999305,,away,
45131.68739998946,,away,
45132.25469998724,,away,
45133.00000000163,,away,
45133.857900000294,,away,
45134.3460999924,,away,
45134.8236999911,,away,
45135.278999994625,,away,
45135.76119999925,,away,
45137.741300000926,,away,
45138.59209998918,,away,
45139.093999998295,,away,
45139.56559999497,,away,
45140.01930000086,,away,
45140.45739998983,,away,
45140.89999999851,,away,
45141.36989999679,,away,
45141.81779998762,,away,
45142.28759999969,,away,
45142.7471999923,,away,
45143.291699991096,,away,
45143.80789999268,,away,
45144.269199998234,,away,
45144.728799990844,,away,
45145.170599993435,,away,
45145.73269999528,,away,
45146.452299988596,,away,
45147.46439999726,,away,
45148.45919999061,,away,
45148.95940000133,,away,
45149.40759999445,,away,
45149.847599997884,,away,
45150.30219999608,,away,
45150.7891999936,,away,
45151.24880000076,,away,
45153.15749999718,,away,
45153.72930000012,,away,
45154.55039999506,,away,
45155.050499990466,,away,
45155.51779999805,,away,
45155.971699990914,,away,
45156.436499994015,,away,
45156.90769998764,,away,
45157.365899998695,,away,
45157.83309999097,,away,
45158.29379999195,,away,
45158.734299999196,,away,
45159.19859999849,,away,
45159.68050000083,,away,
45160.22609999345,,away,
45160.72279999207,,away,
45161.1961999879,,away,
45161.65429999819,,away,
45162.12709998945,,away,
45163.39399998833,,away,
45164.09710000153,,away,
45164.54559999693,,away,
45164.99929998827,,away,
45165.44729999441,,away,
45165.90279999946,,away,
45166.354899993166,,away,
45166.811399991275,,away,
45167.26019998896,,away,
45169.13989999739,,away,
