timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
1013519.2158999853,startContingent,,,,
1013521.6620999854,,left,
1013523.9402999869,,left,
1013526.7324000015,,left,
1013527.2258999757,,left,
1013527.6990999992,,left,
1013528.1420999963,,left,
1013528.5891999956,,left,
1013529.0294000006,,left,
1013529.463599989,,left,
1013529.8902999784,,left,
1013530.328599998,,left,
1013530.7901999913,,left,
1013531.215199997,,left,
1013531.6304999869,,left,
1013532.0759000024,,left,
1013532.4984999897,,left,
1013532.9336999857,,left,
1013533.354299987,,left,
1013533.783699997,,left,
1013534.2174999823,,left,
1013534.6514999983,,left,
1013535.0674999936,,left,
1013535.5106999923,,left,
1013535.9342999873,,left,
1013536.3657999842,,left,
1013536.7897999822,,left,
1013537.2099999804,,left,
1013537.6409000019,,left,
1013538.0788999901,,left,
1013538.5181999882,,left,
1013539.6143999824,,left,
1013540.302199981,,left,
1013540.7832999772,,left,
1013541.2145000009,,left,
1013541.6558999859,,left,
1013542.0833999815,,left,
1013542.5172999967,,left,
1013542.9486999928,,left,
1013543.3731999947,,left,
1013543.8025999756,,left,
1013544.2277999828,,left,
1013544.6464999986,,left,
1013545.0631999993,,left,
1013545.4939999909,,left,
1013545.9305999975,,left,
1013546.3468999951,,left,
1013546.7733999831,,left,
1013547.2007999779,,left,
1013547.6273999957,,left,
1013548.0396999919,,left,
1013548.4638999915,,left,
1013548.9204999758,,left,
1013549.3421999854,,left,
1013549.7673999926,,left,
1013550.1919999951,,left,
1013550.6174999755,,left,
1013551.0445999971,,left,
1013551.4837999945,,left,
1013551.9096999778,,left,
1013552.3405999993,,left,
1013552.7668999857,,left,
1013553.2016999787,,left,
1013553.6328000017,,left,
1013554.0927999828,,left,
1013554.5230999996,,left,
1013554.9547999981,,left,
1013555.4738999926,,left,
1013556.5429999842,,left,
1013557.1482999949,,left,
1013557.6028999931,,left,
1013558.057199989,,left,
1013558.4973999939,,left,
1013558.9343999745,,left,
1013559.3426999985,,left,
1013559.763999976,,left,
1013560.178899992,,left,
1013560.5989999895,,left,
1013561.0315999947,,left,
1013561.4653999801,,left,
1013561.8887999735,,left,
1013562.3444999801,,left,
1013562.7883999841,,left,
1013563.2326999912,,left,
1013563.6718999885,,left,
1013564.089499996,,left,
1013564.5089999889,,left,
1013564.938800002,,left,
1013565.365699993,,left,
1013565.7790999976,,left,
1013566.2001000019,,left,
1013566.6081999952,,left,
1013567.028999998,,left,
1013567.4440999865,,left,
1013567.8878999897,,left,
1013568.3064999757,,left,
1013568.7249999901,,left,
1013569.1462999966,,left,
1013569.5594999997,,left,
1013570.0222000014,,left,
1013570.4583999759,,left,
1013570.8988999831,,left,
1013571.323799988,,left,
1013571.7522999912,,left,
1013572.199199989,,left,
1013572.6319999958,,left,
1013573.061299976,,left,
1013573.4899999807,,left,
1013573.9260999835,,left,
1013574.3533999776,,left,
1013574.787199992,,left,
1013575.2079999947,,left,
1013576.9445999758,,left,
1013577.5580999907,,left,
1013578.0425999837,,left,
1013578.4807000018,,left,
1013578.936099977,,left,
1013579.3758999789,,left,
1013579.7939999902,,left,
1013580.2788999863,,left,
1013580.7494999899,,left,
1013581.2022999744,,left,
1013581.6824999929,,left,
1013582.1606999962,,left,
1013582.6111999922,,left,
1013583.0855999957,,left,
1013583.5632999951,,left,
1013584.0235999785,,left,
1013584.4633999805,,left,
1013584.8898999975,,left,
1013585.3128999879,,left,
1013585.7727999974,,left,
1013586.223899998,,left,
1013586.671899975,,left,
1013587.1010999836,,left,
1013587.5284999784,,left,
1013587.9533999832,,left,
1013588.3725999738,,left,
1013588.9524999948,,left,
1013590.0755999901,,left,
1013590.6184999913,,left,
1013591.0809999914,,left,
1013591.520499991,,left,
1013591.9493999972,,left,
1013592.3809999949,,left,
1013592.8114999842,,left,
1013593.2390999806,,left,
1013593.6824999808,,left,
1013594.1065999796,,left,
1013594.5448999992,,left,
1013595.0105999946,,left,
1013595.4375999863,,left,
1013595.874199993,,left,
1013596.3019999908,,left,
1013596.7410999874,,left,
1013597.2118999925,,left,
1013597.6461999817,,left,
1013598.0776999786,,left,
1013598.5029999865,,left,
1013598.9298999775,,left,
1013599.3485999934,,left,
1013599.7722999891,,left,
1013600.197199994,,left,
1013600.6367999944,,left,
1013601.0716999881,,left,
1013601.5177999798,,left,
1013601.972799981,,left,
1013602.4116999761,,left,
1013602.8487999865,,left,
1013603.2819999964,,left,
1013603.7055999914,,left,
1013604.1356999776,,left,
1013604.5738999965,,left,
1013605.018000002,,left,
1013605.5812999839,,left,
1013606.4082999947,,left,
1013607.1061999828,,left,
1013607.6065999805,,left,
1013608.0675999983,,left,
1013608.5047999804,,left,
1013608.9295999845,,left,
1013609.3574999832,,left,
1013609.7898999869,,left,
1013610.214299988,,left,
1013610.6296999787,,left,
1013611.0491,,left,
1013611.4660000021,,left,
1013611.8767999869,,left,
1013612.2873999993,,left,
1013612.7047999762,,left,
1013613.1177999778,,left,
1013613.5298000008,,left,
1013613.966999983,,left,
1013614.3917999871,,left,
1013614.80879999,,left,
1013615.2268000005,,left,
1013615.6999999948,,left,
1013616.1290999735,,left,
1013616.5599999949,,left,
1013616.984399996,,left,
1013617.4010999966,,left,
1013617.8477999929,,left,
1013618.2843999995,,left,
1013618.7046999985,,left,
1013619.1183999763,,left,
1013619.5467999787,,left,
1013619.9713999813,,left,
1013620.3980999999,,left,
1013620.834899979,,left,
1013621.2612999952,,left,
1013621.6885999893,,left,
1013622.229999979,,left,
1013623.3882999804,,left,
1013624.0025000006,,left,
1013624.5620999835,,left,
1013625.029399991,,left,
1013625.4882999929,,left,
1013625.9348999884,,left,
1013626.392199978,,left,
1013626.8683999951,,left,
