timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
1490992.243100016,startContingent,,,,
1490993.3198000072,,none,
1490994.1487000324,,none,
1490994.7120000143,,none,
1490995.2999000088,,none,
1490995.900500042,,none,
1490996.6114000417,,none,
1490997.133500001,,none,
1490997.6095000166,,none,
1490998.054100026,,none,
1490998.5126000247,,none,
1490998.9982999978,,none,
1490999.4694000343,,none,
1490999.9572000233,,none,
1491000.5417999928,,none,
1491001.0766999912,,none,
1491001.5120000462,,none,
1491001.9564999966,,none,
1491002.3995999945,,none,
1491002.844600007,,none,
1491003.269900044,,none,
1491003.7085000076,,none,
1491004.1344999918,,none,
1491004.5835000346,,none,
1491005.0307000056,,none,
1491005.4700000328,,none,
1491005.9133000323,,none,
1491006.349000032,,none,
1491006.7733000033,,none,
1491007.3875000235,,none,
1491007.9980000155,,none,
1491008.660899999,,none,
1491009.3609000323,,none,
1491010.0196000421,,none,
1491010.7562000048,,none,
1491011.856600002,,none,
1491012.5580000458,,none,
1491013.2590000285,,none,
1491014.8357000435,,none,
1491017.2160000075,,none,
1491017.8381000296,,none,
1491018.2942000101,,none,
1491018.719100044,,none,
1491019.156800001,,none,
1491019.5710000116,,none,
1491020.0151000172,,none,
1491020.4569000052,,none,
1491020.9251000197,,none,
1491021.350199997,,none,
1491021.7865000013,,none,
1491022.2074000048,,none,
1491022.6575999986,,none,
1491023.0920999893,,none,
1491023.608700023,,none,
1491024.3073000456,,none,
1491025.154300034,,none,
1491026.0551000247,,none,
1491027.1376000019,,none,
1491027.919300017,,none,
1491028.6125999992,,none,
1491029.3129000347,,none,
1491029.9899000092,,none,
1491030.5207000347,,none,
1491032.3468000279,,none,
1491032.809700002,,none,
1491033.3491000347,,none,
1491033.861300035,,none,
1491034.435700043,,none,
1491035.0702000433,,none,
1491035.762900021,,none,
1491036.2724000006,,none,
1491036.7396000074,,none,
1491037.173699995,,none,
1491037.6260000048,,none,
1491038.0509000388,,none,
1491038.4834000142,,none,
1491038.9028000063,,none,
1491039.3391000107,,none,
1491039.772499993,,none,
1491040.3141000425,,none,
1491040.797900001,,none,
1491041.3411000045,,none,
1491042.4346000073,,left,
1491043.480399996,,left,
1491044.6212000097,,left,
1491045.4912999994,,left,
1491048.0781000224,,left,
1491048.7573000137,,left,
1491049.2626000196,,left,
1491049.713000015,,left,
1491050.1698000007,,left,
1491050.6047999952,,left,
1491051.054200041,,left,
1491051.502700022,,left,
1491051.9933000323,,left,
1491052.423599991,,left,
1491052.863000019,,left,
1491053.3001000294,,left,
1491053.735100024,,left,
1491054.1618000134,,left,
1491054.5973000117,,left,
1491055.0490000169,,left,
1491055.4925000179,,left,
1491055.9301000321,,left,
1491056.5808000392,,left,
1491057.1149000316,,left,
1491057.6578000328,,left,
1491058.2795999944,,left,
1491059.0605000034,,left,
1491060.1484000217,,left,
1491063.4501000168,,left,
