timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
837375.4003001377,startContingent,,,,
837377.4371999316,,"(393.0, 687.0)","(393.0, 687.0)",left,
837378.105700016,,"(393.0, 687.0)","(393.0, 687.0)",left,
837378.7131998688,,"(393.0, 687.0)","(393.0, 687.0)",left,
837379.3327999301,,"(393.0, 687.0)","(393.0, 687.0)",left,
837379.939999897,,"(393.0, 687.0)","(393.0, 687.0)",left,
837380.5396999232,,"(393.0, 687.0)","(393.0, 687.0)",left,
837381.0999998823,,"(393.0, 687.0)","(393.0, 687.0)",left,
837381.6756000742,,"(393.0, 687.0)","(393.0, 687.0)",left,
837382.2066001594,,"(393.0, 687.0)","(393.0, 687.0)",left,
837382.837400306,,"(393.0, 687.0)","(393.0, 687.0)",left,
837383.4359999746,,"(393.0, 687.0)","(393.0, 687.0)",left,
837384.0546999127,,"(393.0, 687.0)","(393.0, 687.0)",left,
837384.6455998719,,"(393.0, 687.0)","(393.0, 687.0)",left,
837385.2603998967,,"(393.0, 687.0)","(393.0, 687.0)",left,
837385.8834998682,,"(393.0, 687.0)","(393.0, 687.0)",left,
837388.3803999051,,"(393.0, 687.0)","(393.0, 687.0)",left,
837389.1670000739,,"(393.0, 687.0)","(393.0, 687.0)",left,
837389.8534001783,,"(393.0, 687.0)","(393.0, 687.0)",left,
837390.5587000772,,"(393.0, 687.0)","(393.0, 687.0)",left,
837391.1366001703,,"(393.0, 687.0)","(393.0, 687.0)",left,
837392.5288999453,,"(392.0, 688.0)","(392.0, 688.0)",left,
837393.5378002934,,"(392.0, 688.0)","(392.0, 688.0)",left,
837394.4637002423,,"(392.0, 688.0)","(392.0, 688.0)",left,
837396.3224999607,,"(392.0, 688.0)","(392.0, 688.0)",left,
837397.7362001315,,"(392.0, 688.0)","(392.0, 688.0)",left,
837400.0868001021,,"(392.0, 688.0)","(392.0, 688.0)",left,
837401.1269998737,,"(392.0, 688.0)","(392.0, 688.0)",left,
837401.9631999545,,"(392.0, 688.0)","(392.0, 688.0)",left,
837404.6477000229,,"(392.0, 688.0)","(392.0, 688.0)",left,
837405.5809001438,,"(399.0, 690.0)","(399.0, 690.0)",left,
837406.211799942,,"(399.0, 690.0)","(399.0, 690.0)",left,
837406.8372999318,,"(399.0, 690.0)","(399.0, 690.0)",left,
837407.3646999896,,"(399.0, 690.0)","(399.0, 690.0)",left,
837407.9706002958,,"(399.0, 690.0)","(399.0, 690.0)",left,
837409.076699987,,"(399.0, 690.0)","(399.0, 690.0)",left,
837409.9209001288,,"(399.0, 690.0)","(399.0, 690.0)",left,
837411.8472998962,,"(399.0, 690.0)","(399.0, 690.0)",left,
837412.6349999569,,"(399.0, 690.0)","(399.0, 690.0)",left,
837413.228600286,,"(399.0, 690.0)","(399.0, 690.0)",left,
837413.7738002464,,"(399.0, 690.0)","(399.0, 690.0)",left,
837414.2932002433,,"(399.0, 690.0)","(399.0, 690.0)",left,
837414.8027999327,,"(399.0, 690.0)","(399.0, 690.0)",left,
837415.3523999266,,"(399.0, 690.0)","(399.0, 690.0)",left,
837415.9083999693,,"(399.0, 690.0)","(399.0, 690.0)",left,
837416.4571999572,,"(399.0, 690.0)","(399.0, 690.0)",left,
837416.9840002432,,"(399.0, 690.0)","(399.0, 690.0)",left,
837417.4967003055,,"(399.0, 690.0)","(399.0, 690.0)",left,
837417.9970002733,,"(399.0, 690.0)","(399.0, 690.0)",left,
837420.3547001816,,"(399.0, 690.0)","(399.0, 690.0)",left,
837421.0069999099,,"(399.0, 690.0)","(399.0, 690.0)",left,
837421.5335999615,,"(399.0, 690.0)","(399.0, 690.0)",left,
837422.0678000711,,"(399.0, 690.0)","(399.0, 690.0)",left,
837422.5753000937,,"(399.0, 690.0)","(399.0, 690.0)",left,
837423.0936001986,,"(399.0, 690.0)","(399.0, 690.0)",left,
837423.6082001589,,"(399.0, 690.0)","(399.0, 690.0)",left,
837424.5251002721,,"(399.0, 690.0)","(399.0, 690.0)",left,
837426.2147000991,,"(397.0, 684.0)","(397.0, 684.0)",left,
837427.952399943,,"(397.0, 684.0)","(397.0, 684.0)",left,
837428.8182002492,,"(397.0, 684.0)","(397.0, 684.0)",left,
837429.3705001473,,"(397.0, 684.0)","(397.0, 684.0)",left,
837429.9146998674,,"(397.0, 684.0)","(397.0, 684.0)",left,
837430.4498001002,,"(397.0, 684.0)","(397.0, 684.0)",left,
837430.9638999403,,"(397.0, 684.0)","(397.0, 684.0)",left,
837431.4637002535,,"(397.0, 684.0)","(397.0, 684.0)",left,
837431.9847002625,,"(397.0, 684.0)","(397.0, 684.0)",left,
837432.5081002899,,"(397.0, 684.0)","(397.0, 684.0)",left,
837433.0477002077,,"(397.0, 684.0)","(397.0, 684.0)",left,
837433.594299946,,"(397.0, 684.0)","(397.0, 684.0)",left,
837434.1208999977,,"(397.0, 684.0)","(397.0, 684.0)",left,
837436.2387000583,,"(397.0, 684.0)","(397.0, 684.0)",left,
837436.813400127,,"(397.0, 684.0)","(397.0, 684.0)",left,
