timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
1664767.2493001446,startContingent,,,,
1664770.9280997515,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664771.7427001335,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664772.385300137,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664772.9365997948,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664773.4821997583,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664774.0170997567,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664774.538999889,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664775.0617000274,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664775.649599731,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664776.2194001116,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664776.7869001254,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664777.3111998104,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664777.8314999305,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664778.570999857,,"(1519.0, 658.0)","(1519.0, 658.0)",right,
1664779.2206001468,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664781.4491000026,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664782.0755997673,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664782.5989997946,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664783.129400108,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664783.6707998067,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664784.4650000334,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664785.8763998374,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664787.5092001632,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664788.1610998884,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664788.7726998888,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664789.3862999044,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664790.1121997274,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664790.9514997154,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664791.7316998355,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664792.2869999893,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
1664792.8288001567,,"(1528.0, 664.0)","(1528.0, 664.0)",right,
