timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
31251.18300000031,startContingent,,,,
31252.03160000092,,left,
31254.10649999685,,left,
31255.36949999514,,left,
31256.53820000298,,left,
31257.54720000259,,left,
31258.17630000529,,left,
31258.77919999766,,left,
31259.389300001203,,left,
31259.994199994253,,left,
31260.622600006172,,left,
31261.30359999661,,left,
31263.037800003076,,left,
31263.670200001798,,left,
31265.6857999973,,left,
31268.60389999638,,left,
31269.922299994505,,left,
31270.94550000038,,left,
31272.80150000297,,left,
31273.574799997732,,left,
31280.960300005972,,away,
31281.941199995345,,away,
31284.095800001523,,away,
31284.707300001173,,away,
31285.233799993875,,away,
31285.748299997067,,away,
31286.292000004323,,away,
31286.822399997618,,away,
31287.381500005722,,away,
31287.911100007477,,away,
31288.412699999753,,away,
31288.915199998883,,away,
31289.542300000903,,away,
31290.21350000403,,away,
31290.990699999384,,away,
31291.842499995255,,away,
31292.59440000169,,away,
31293.108500001836,,away,
31294.876900006784,,away,
31295.42450000008,,away,
31295.99280000548,,away,
31296.636700004456,,away,
31297.45319999347,,away,
31298.860299997614,,away,
31301.07410000346,,left,
31303.070199996,,left,
31304.19830000028,,left,
31304.908699996304,,left,
31305.4770000017,,left,
31306.05199999991,,left,
31306.585500002257,,left,
31307.07720000646,,left,
31307.586800001445,,left,
31308.10599999677,,left,
31308.644300006563,,left,
31310.490899995784,,left,
31311.085399996955,,left,
31311.622099994565,,left,
31312.17540000216,,left,
31312.717499997234,,left,
31313.251200001105,,left,
31313.88689999585,,left,
31316.18680000247,,left,
31317.319900001166,,left,
31318.521900000633,,left,
31319.15619999927,,left,
31319.703700006357,,left,
31320.23680000566,,left,
31320.800000001327,,left,
31321.324799995637,,left,
31321.988600000623,,left,
31322.67690000299,,left,
31323.240500001702,,left,
31323.77859999542,,left,
31324.28539999819,,left,
31324.81029999326,,left,
31326.694699993823,,left,
31327.2896999988,,left,
31327.950399994734,,left,
31328.55419999396,,left,
31329.117200002656,,left,
31329.85120000376,,left,
31330.73339999828,,left,
31332.268900005147,,left,
31334.302600007504,,left,
31335.316700002295,,left,
31336.448600006406,,left,
31337.55110000493,,left,
31338.495699994382,,left,
31339.22910000547,,left,
31339.791599995806,,left,
31340.365900003235,,left,
31340.941999995266,,left,
31343.05310000491,,left,
31343.726699997205,,left,
31344.36590000405,,left,
31345.045199996093,,left,
31345.598900006735,,left,
31346.23450000072,,left,
31346.92090000317,,left,
31348.04320000694,,left,
31349.34099999373,,left,
31351.16809999454,,left,
31353.01590000745,,left,
31354.078599993954,,left,
31354.74749999412,,left,
31355.422499997076,,left,
31356.063400002313,,left,
31357.891599996947,,left,
31358.872600001632,,left,
31359.707600000547,,left,
31360.347099995124,,left,
31360.979499993846,,left,
31361.551399997552,,left,
31362.107699998887,,left,
31362.633199998527,,left,
31363.211000003503,,left,
31364.137600001413,,left,
31366.479200005415,,left,
31368.18079999648,,left,
31369.0013000014,,left,
31369.814000005135,,left,
31371.18050000572,,left,
31373.494100000244,,left,
31374.34999999823,,left,
31375.01849999535,,left,
31375.658499993733,,left,
31376.323699994828,,left,
31376.971200006665,,left,
31377.593700002762,,left,
31378.14289999369,,left,
31378.699900000356,,left,
31379.383399995277,,left,
31380.000499993912,,left,
31380.907400001888,,left,
31383.983100007754,,left,
31385.059699998237,,left,
31386.0338999948,,left,
31387.661100001424,,left,
31388.214000005974,,left,
31388.7437999947,,left,
31389.33220000763,,left,
31389.973900004406,,left,
31390.55240000016,,left,
31391.147999995155,,left,
31391.713300006813,,left,
31392.47730000352,,left,
31393.404700007522,,left,
31394.05099999567,,left,
31394.61950000259,,left,
31395.159499996225,,left,
31395.665899995947,,left,
31396.24869999534,,left,
31396.769200000563,,left,
31397.56149999448,,left,
31398.491800006013,,left,
31399.856599993655,,left,
31400.779400006286,,left,
31401.87149999838,,left,
31404.060999993817,,left,
31404.708600006416,,left,
31405.581200000597,,left,
31406.18619999441,,left,
31406.70809999574,,left,
31407.280700004776,,left,
31407.817300001625,,left,
31408.380599998054,,left,
31409.145600002375,,left,
31409.87370000221,,left,
31410.669300006703,,left,
31411.70539999439,,left,
31412.50210000726,,left,
31413.036300000385,,left,
31413.594600002398,,left,
31414.49019999709,,left,
31418.766699993284,,left,
31419.367299997248,,left,
31419.86850000103,,left,
31420.370000007097,,left,
31420.88550000335,,left,
31421.41559999436,,left,
31421.959600003902,,left,
31422.50810000405,,left,
31423.141499995836,,left,
31423.987700007274,,left,
31424.56339999626,,left,
31425.11110000487,,left,
31425.66560000705,,left,
31426.252899997053,,left,
31426.794300001347,,left,
31427.313599997433,,left,
31427.831299995887,,left,
31428.335000004154,,left,
31428.835600003367,,left,
31429.354199994123,,left,
31429.857700000866,,left,
31430.422300007194,,left,
31431.348400001298,,left,
31432.314899997436,,left,
31436.62249999761,,left,
31437.407000004896,,left,
31438.284599993494,,left,
31438.873000006424,,left,
31439.417000001413,,left,
31439.96469999547,,left,
31440.498500000103,,left,
31441.02070000372,,left,
31441.520000007586,,left,
31442.043200004264,,left,
31442.5462000072,,left,
31443.051900001592,,left,
31443.588099995395,,left,
31444.137800004683,,left,
31444.6750000061,,left,
31445.197499997448,,left,
31445.72240000707,,left,
31446.266700004344,,left,
31446.858299997984,,left,
31447.686200001044,,left,
31451.8781999941,,left,
31452.571100002388,,left,
31453.488500003004,,left,
31454.55700000457,,left,
31455.232699998305,,left,
31455.824000004213,,left,
31456.51980000548,,left,
31457.38340000389,,left,
31457.95029999863,,left,
31458.509000003687,,left,
31459.074200000032,,left,
31459.60699999705,,left,
31460.17619999475,,left,
31460.689400002593,,left,
31461.20790000714,,left,
31461.7120000039,,left,
31462.21240000159,,left,
31462.874000004376,,left,
31465.763900007005,,left,
31467.566699997406,,left,
31468.50610000547,,left,
31469.851200003177,,left,
31470.644200002425,,left,
31471.2612000003,,left,
31471.850200003246,,left,
31472.40270000475,,left,
31472.932100004982,,left,
31473.49540000141,,left,
31474.04169999936,,left,
31474.584700001287,,left,
31475.119900002028,,left,
31475.69740000472,,left,
31476.221300006728,,left,
31476.71519999858,,left,
31477.28449999704,,left,
31479.235000006156,,left,
31479.838200000813,,left,
31480.44860000664,,left,
31483.2052999991,,left,
31484.64540000714,,left,
31485.419000004185,,left,
31485.97300000256,,left,
31486.514699994586,,left,
31487.063000007765,,left,
31487.72970000573,,left,
31488.6511000077,,left,
31489.57099999825,,left,
31490.58579999837,,left,
31491.468199994415,,left,
31492.079000003287,,left,
31492.67950000649,,left,
31493.301800001063,,left,
31495.22280000383,,left,
31495.809400003054,,left,
31496.534499994596,,left,
31497.403800007305,,left,
31500.48990000505,,left,
31502.02729999728,,left,
31503.476500001852,selection1    left,left,left
31508.67609999841,audio1,left,left
31509.436099993763,,left,left
31510.011499995016,,left,left
31510.656200000085,,left,left
31511.231399999815,,left,left
31511.796899998444,,left,left
31512.454600000638,,left,left
31513.02250000299,,left,left
31513.706300000194,,left,left
31515.152399995713,,left,left
31516.89030000125,,left,left
31518.87309999438,,left,left
31520.14789999521,,left,left
31522.576600007596,,away,left
31523.273800004972,,away,left
31524.751599994488,,away,left
31525.358900005813,,away,left
31526.13559999736,,away,left
31527.367200003937,,away,left
31528.103699994972,,away,left
31528.75810000114,,away,left
31529.431999995722,,away,left
31530.177699998603,,away,left
31531.585200005793,,away,left
31533.27860000718,,away,left
31534.287100002985,,away,left
31535.176699995645,,away,left
31535.705899994355,,away,left
31536.41709999647,,away,left
31536.94410000753,,away,left
31537.457400001585,,away,left
31537.99070000241,,away,left
31538.504700001795,,away,left
31539.068199999747,,away,left
31539.722500005155,,away,left
31541.794100005063,,away,left
31542.819599999348,,away,left
