timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
1878116.6960999835,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878117.5605000462,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878118.8912000507,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878119.617599994,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878120.2132001054,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878122.5900000427,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878123.4043000732,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878123.9895001054,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878124.6138999704,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878125.2250000834,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878126.1362000369,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878127.2040000185,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878129.1970000602,,"(392.0, 593.0)","(392.0, 593.0)",left,left
1878130.9297999833,,"(396.0, 594.0)","(396.0, 594.0)",left,left
1878132.0025001187,,"(396.0, 594.0)","(396.0, 594.0)",left,left
1878132.6703000814,,"(396.0, 594.0)","(396.0, 594.0)",left,left
1878133.2688999828,,"(396.0, 594.0)","(396.0, 594.0)",left,left
1878133.882400114,,"(396.0, 594.0)","(396.0, 594.0)",left,left
1878134.495700011,,"(396.0, 594.0)","(396.0, 594.0)",left,left
1878135.095700156,,"(396.0, 594.0)","(396.0, 594.0)",left,left
