timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
2054234.8194001243,startContingent,,,,
2054236.225000117,,"(416.0, 742.0)","(416.0, 742.0)",left,
2054236.8690001313,,"(416.0, 742.0)","(416.0, 742.0)",left,
2054237.4358000234,,"(416.0, 742.0)","(416.0, 742.0)",left,
2054237.9922000691,,"(416.0, 742.0)","(416.0, 742.0)",left,
2054238.5785002261,,"(416.0, 742.0)","(416.0, 742.0)",left,
2054239.1369000543,,"(416.0, 742.0)","(416.0, 742.0)",left,
2054239.6701001562,,"(416.0, 742.0)","(416.0, 742.0)",left,
2054240.3111001477,,"(416.0, 742.0)","(416.0, 742.0)",left,
2054242.5205002073,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054244.8145002127,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054245.9132000804,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054246.4899001643,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054247.047800105,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054247.581800213,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054248.1063001323,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054248.6964000855,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054249.2469002027,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054249.7790001798,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054250.3091001417,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054250.8488001768,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054251.3906001113,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054251.9559001084,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054252.5096000172,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054253.0631001573,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054253.8075000048,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054254.566000076,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054258.286199998,,"(417.0, 742.0)","(417.0, 742.0)",left,
2054260.2028001565,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054261.0580001492,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054261.7825001944,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054262.3920000624,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054262.9371001385,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054263.4772001766,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054264.0328002162,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054264.5940000657,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054265.1500001084,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054265.839900123,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054266.4295001887,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054266.989900032,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054267.52390014,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054268.1020000018,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054268.6482002027,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054269.204000011,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054269.8413000908,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054270.4309001565,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054270.9836000577,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054273.629100062,,"(423.0, 735.0)","(423.0, 735.0)",left,
2054274.8777000234,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054276.1779001448,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054277.5872000493,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054278.7664001808,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054279.489400098,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054280.0310000312,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054280.592400115,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054281.2926000915,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054281.895400025,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054282.4890001211,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054283.0623001792,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054283.6098000407,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054284.145400161,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054284.7152000759,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054285.2593001444,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054285.7926001307,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054288.2211999968,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054288.8406000566,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054289.4277002197,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054290.1269001886,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054291.6706001852,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054293.5264001135,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054294.63150003,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054295.401800191,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054296.4200000279,,"(423.0, 745.0)","(423.0, 745.0)",left,
2054297.8669002187,,"(413.0, 724.0)","(413.0, 724.0)",left,
2054298.648700118,,"(413.0, 724.0)","(413.0, 724.0)",left,
2054299.2972000502,,"(413.0, 724.0)","(413.0, 724.0)",left,
2054299.9199000187,,"(413.0, 724.0)","(413.0, 724.0)",left,
2054300.5100002047,,"(413.0, 724.0)","(413.0, 724.0)",left,
