timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
1639025.8657999802,startContingent,,,,
1639027.175599942,,"(-1, -1)","(-1, -1)",away,
1639027.8286000248,,"(-1, -1)","(-1, -1)",away,
1639028.6010999698,,"(-1, -1)","(-1, -1)",away,
1639029.600400012,,"(-1, -1)","(-1, -1)",away,
1639030.3328998853,,"(-1, -1)","(-1, -1)",away,
1639031.778199831,,"(-1, -1)","(-1, -1)",away,
1639032.959899865,,"(-1, -1)","(-1, -1)",away,
1639033.6245000362,,"(-1, -1)","(-1, -1)",away,
1639034.1845999938,,"(-1, -1)","(-1, -1)",away,
1639034.7622998524,,"(-1, -1)","(-1, -1)",away,
1639035.2849999908,,"(-1, -1)","(-1, -1)",away,
1639035.7935999054,,"(-1, -1)","(-1, -1)",away,
1639036.3037998322,,"(-1, -1)","(-1, -1)",away,
1639036.8055000436,,"(-1, -1)","(-1, -1)",away,
1639037.325500045,,"(-1, -1)","(-1, -1)",away,
1639037.8703998867,,"(-1, -1)","(-1, -1)",away,
1639038.413199829,,"(-1, -1)","(-1, -1)",away,
1639038.939199876,,"(-1, -1)","(-1, -1)",away,
1639039.4251998514,,"(-1, -1)","(-1, -1)",away,
1639039.9191000033,,"(-1, -1)","(-1, -1)",away,
1639040.3934998903,,"(-1, -1)","(-1, -1)",away,
1639040.8844000194,,"(-1, -1)","(-1, -1)",away,
1639041.4739998523,,"(-1, -1)","(-1, -1)",away,
1639042.1829000115,,"(-1, -1)","(-1, -1)",away,
1639042.9334000219,,"(-1, -1)","(-1, -1)",away,
1639043.6799000017,,"(-1, -1)","(-1, -1)",away,
1639044.246400008,,"(-1, -1)","(-1, -1)",away,
1639044.8830998503,,"(-1, -1)","(-1, -1)",away,
1639045.716600027,,"(-1, -1)","(-1, -1)",away,
1639046.955900034,,"(-1, -1)","(-1, -1)",away,
1639047.5249998271,,"(-1, -1)","(-1, -1)",away,
1639048.0300998315,,"(-1, -1)","(-1, -1)",away,
1639048.548999941,,"(-1, -1)","(-1, -1)",away,
1639050.7062999532,,"(-1, -1)","(-1, -1)",away,
1639051.260799868,,"(-1, -1)","(-1, -1)",away,
1639051.7712999135,,"(-1, -1)","(-1, -1)",away,
1639052.2926999256,,"(-1, -1)","(-1, -1)",away,
1639052.8070998844,,"(-1, -1)","(-1, -1)",away,
1639053.3560998738,,"(-1, -1)","(-1, -1)",away,
1639053.9466999471,,"(-1, -1)","(-1, -1)",away,
1639054.4879999943,,"(-1, -1)","(-1, -1)",away,
1639055.017999839,,"(-1, -1)","(-1, -1)",away,
1639055.556599982,,"(-1, -1)","(-1, -1)",away,
1639056.0518000275,,"(-1, -1)","(-1, -1)",away,
1639056.558500044,,"(-1, -1)","(-1, -1)",away,
1639057.0737998933,,"(-1, -1)","(-1, -1)",away,
1639057.7252998482,,"(-1, -1)","(-1, -1)",away,
1639058.8254998438,,"(-1, -1)","(-1, -1)",away,
1639059.7345000133,,"(-1, -1)","(-1, -1)",away,
1639060.490099946,,"(-1, -1)","(-1, -1)",away,
1639061.035899911,,"(-1, -1)","(-1, -1)",away,
1639061.7247000337,,"(-1, -1)","(-1, -1)",away,
1639062.896899879,,"(-1, -1)","(-1, -1)",away,
1639063.5385999922,,"(-1, -1)","(-1, -1)",away,
1639064.0696999617,,"(-1, -1)","(-1, -1)",away,
1639066.3997998927,,"(-1, -1)","(-1, -1)",away,
1639067.0671998523,,"(-1, -1)","(-1, -1)",away,
1639067.60329986,,"(-1, -1)","(-1, -1)",away,
1639068.133499939,,"(-1, -1)","(-1, -1)",away,
1639068.9524998888,,"(-1, -1)","(-1, -1)",away,
1639069.585399935,,"(-1, -1)","(-1, -1)",away,
1639070.1633999124,,"(-1, -1)","(-1, -1)",away,
1639070.7103998866,,"(-1, -1)","(-1, -1)",away,
1639071.2415999733,,"(-1, -1)","(-1, -1)",away,
1639071.7382999137,,"(-1, -1)","(-1, -1)",away,
1639072.269700002,,"(-1, -1)","(-1, -1)",away,
1639072.7994998451,,"(-1, -1)","(-1, -1)",away,
1639073.3123000246,,"(-1, -1)","(-1, -1)",away,
1639073.832300026,,"(-1, -1)","(-1, -1)",away,
1639074.3382000364,,"(-1, -1)","(-1, -1)",away,
1639074.8358999845,,"(-1, -1)","(-1, -1)",away,
1639075.328799896,,"(-1, -1)","(-1, -1)",away,
1639075.8159998804,,"(-1, -1)","(-1, -1)",away,
1639076.3296999503,,"(-1, -1)","(-1, -1)",away,
1639076.8591999076,,"(-1, -1)","(-1, -1)",away,
1639077.383399941,,"(-1, -1)","(-1, -1)",away,
