startDate,endDate,status,ipAddress,progress,duration,finished,recordedDate,_recordId,recipientLastName,recipientFirstName,recipientEmail,externalDataReference,locationLatitude,locationLongitude,distributionChannel,userLanguage,QID20_TEXT,QID21_TEXT,1_QID22,1_QID3_1,2_QID22,2_QID3_1,3_QID22,3_QID3_1,4_QID22,4_QID3_1,5_QID22,5_QID3_1,6_QID22,6_QID3_1,7_QID22,7_QID3_1,8_QID22,8_QID3_1,subject_id,study_id
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,LocationLatitude - Location Latitude,LocationLongitude - Location Longitude,DistributionChannel - Distribution Channel,UserLanguage - User Language,Q20 - Enter subject ID,Q21 - Enter study name,1_undsays - apple - [Field-1],1_conf_1 - How sure are you about your response for [Field-1]? - apple - How sure are you about your response for ${lm://Field/1}?,2_undsays - ball - [Field-1],2_conf_1 - How sure are you about your response for [Field-1]? - ball - How sure are you about your response for ${lm://Field/1}?,3_undsays - book - [Field-1],3_conf_1 - How sure are you about your response for [Field-1]? - book - How sure are you about your response for ${lm://Field/1}?,4_undsays - cat - [Field-1],4_conf_1 - How sure are you about your response for [Field-1]? - cat - How sure are you about your response for ${lm://Field/1}?,5_undsays - dog - [Field-1],5_conf_1 - How sure are you about your response for [Field-1]? - dog - How sure are you about your response for ${lm://Field/1}?,6_undsays - duck - [Field-1],6_conf_1 - How sure are you about your response for [Field-1]? - duck - How sure are you about your response for ${lm://Field/1}?,7_undsays - hat - [Field-1],7_conf_1 - How sure are you about your response for [Field-1]? - hat - How sure are you about your response for ${lm://Field/1}?,8_undsays - train - [Field-1],8_conf_1 - How sure are you about your response for [Field-1]? - train - How sure are you about your response for ${lm://Field/1}?,subject_id,study_id
2024-06-19 08:42:22,2024-06-19 09:04:36,IP Address,72.33.2.98,100,1333,True,2024-06-19 09:04:36,R_3kul7OPVFiAepkI,,,,,43.0812,-89.3845,anonymous,EN,BI160,"BabyInfo ",understands,100,understands,100,understands,100,understands,100,understands,100,understands AND says,100,understands,100,understands,100,,
2024-06-25 09:07:27,2024-06-25 09:08:53,IP Address,72.33.2.49,100,85,True,2024-06-25 09:08:53,R_6mX2dCLDaYZ3Tep,,,,,43.0812,-89.3845,anonymous,EN,BI163,"BabyInfo ",understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2024-06-27 09:02:20,2024-06-27 09:04:47,IP Address,72.33.2.209,100,146,True,2024-06-27 09:04:47,R_3U65apu5ikazQOT,,,,,43.0812,-89.3845,anonymous,EN,BI166,"BabyInfo ",understands,99,understands AND says,100,understands,100,understands AND says,100,understands AND says,64,understands,84,understands AND says,72,understands,86,,
2024-06-28 10:11:28,2024-06-28 10:13:09,IP Address,72.33.2.237,100,100,True,2024-06-28 10:13:09,R_7U01UtYgMTZOCNY,,,,,43.0812,-89.3845,anonymous,EN,BI161,Bi,understands,100,understands AND says,100,understands AND says,100,understands AND says,90,understands AND says,100,understands AND says,80,understands,100,understands AND says,91,,
2024-07-03 15:01:04,2024-07-03 15:02:16,IP Address,72.33.2.185,100,72,True,2024-07-03 15:02:16,R_6bT5V86WRp0VA2G,,,,,43.0812,-89.3845,anonymous,EN,BI164,BabyInfo,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2024-07-11 19:25:28,2024-07-11 19:27:18,IP Address,108.68.80.150,100,109,True,2024-07-11 19:27:19,R_6eV78MlOmCgNf0t,,,,,43.0475,-87.8964,anonymous,EN,,,understands AND says,100,understands AND says,100,understands AND says,100,understands,70,understands AND says,100,does NOT understand or say,50,understands,100,understands,100,,
2024-07-12 15:03:30,2024-07-12 15:07:55,IP Address,72.33.2.121,100,264,True,2024-07-12 15:07:56,R_72GrG0IFgFpg5l5,,,,,43.0812,-89.3845,anonymous,EN,BI168,,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2024-07-11 13:35:19,2024-07-11 13:39:09,IP Address,144.92.38.233,60,230,False,2024-07-18 13:39:11,R_5k5nfcA15ym7abB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,
2024-07-22 07:45:08,2024-07-22 07:47:12,IP Address,72.33.2.63,100,124,True,2024-07-22 07:47:13,R_1aCToG6GiSdWKel,,,,,43.064,-89.3965,anonymous,EN,BI170," BabyInfo",understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2024-07-22 09:21:18,2024-07-22 09:35:08,IP Address,72.33.2.63,100,830,True,2024-07-22 09:35:09,R_6bVJ7Ooq2COilFl,,,,,43.064,-89.3965,anonymous,EN,BI171,BabyInfo,understands AND says,,understands AND says,,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2024-07-23 09:48:48,2024-07-23 10:03:16,IP Address,72.33.2.79,100,868,True,2024-07-23 10:03:17,R_7YlWYcfexTFZdsU,,,,,43.064,-89.3965,anonymous,EN,BI173,BabyInfo,understands AND says,96,understands AND says,100,understands AND says,86,understands AND says,87,understands AND says,93,understands AND says,80,understands AND says,80,understands AND says,87,,
2024-07-29 09:05:01,2024-07-29 09:11:54,IP Address,72.33.2.85,100,412,True,2024-07-29 09:11:54,R_3GEdIPbXy7r7Ks3,,,,,43.064,-89.3965,anonymous,EN,BI174,"BabyInfo ",understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands,50,,
2024-07-29 15:08:46,2024-07-29 15:11:02,IP Address,72.33.2.85,100,135,True,2024-07-29 15:11:02,R_1PiTL7V5FZL1lAr,,,,,43.064,-89.3965,anonymous,EN,BI172,BabyInfo,understands AND says,50,understands AND says,91,understands,,understands,19,understands AND says,71,understands AND says,60,does NOT understand or say,50,does NOT understand or say,50,,
2024-08-12 09:58:11,2024-08-12 10:06:31,IP Address,72.33.2.165,100,500,True,2024-08-12 10:06:32,R_1pn5wsOPxqFN28h,,,,,43.0812,-89.3845,anonymous,EN,BI175,"BabyInfo ",understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2024-08-30 08:51:55,2024-08-30 08:54:01,IP Address,72.33.2.206,100,125,True,2024-08-30 08:54:01,R_7SvRCcDFQlC9Ech,,,,,43.0725,-89.4491,anonymous,EN,B176,BI,understands AND says,87,understands AND says,100,understands AND says,80,understands AND says,100,understands AND says,80,understands AND says,72,understands AND says,100,understands AND says,77,,
2024-09-03 08:27:04,2024-09-03 08:47:01,IP Address,72.33.2.154,100,1196,True,2024-09-03 08:47:01,R_3WSXirEWbkdFiKs,,,,,43.0725,-89.4491,anonymous,EN,BI177,"BabyInfo ",understands AND says,100,understands AND says,90,understands,50,understands,75,understands,75,understands,75,does NOT understand or say,50,does NOT understand or say,50,,
2024-09-24 08:08:01,2024-09-24 08:22:34,IP Address,72.33.2.73,100,872,True,2024-09-24 08:22:34,R_69KeQnKmM75fObD,,,,,43.0812,-89.3845,anonymous,EN,BI179,BabyInfo,understands,100,understands,100,understands,100,understands AND says,100,understands AND says,100,understands,100,understands,100,understands,100,,
2024-09-25 08:46:25,2024-09-25 09:19:09,IP Address,72.33.2.140,100,1963,True,2024-09-25 09:19:10,R_31CjlX62JmQJEn7,,,,,43.0812,-89.3845,anonymous,EN,BI178,"BabyInfo ",understands AND says,70,understands AND says,100,understands AND says,100,understands AND says,60,understands AND says,58,understands AND says,91,understands AND says,57,understands AND says,65,,
2024-10-04 08:29:08,2024-10-04 08:39:10,IP Address,72.33.2.41,100,602,True,2024-10-04 08:39:11,R_5Xom93BRU4dv6Co,,,,,43.064,-89.3965,anonymous,EN,BI181,"Babyinfo ",understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2024-10-07 08:58:35,2024-10-07 09:11:12,IP Address,72.33.2.34,100,756,True,2024-10-07 09:11:13,R_132FB78Evl7oTVn,,,,,43.064,-89.3965,anonymous,EN,BI182,BabyInfo,understands,70,understands AND says,99,understands AND says,97,understands AND says,92,understands AND says,91,understands,62,understands,52,understands,53,,
2024-10-09 14:49:53,2024-10-09 15:04:53,IP Address,72.33.2.26,100,900,True,2024-10-09 15:04:54,R_7zAb6sJg6CUG6NA,,,,,43.064,-89.3965,anonymous,EN,BI183,Bi,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2024-10-02 17:23:34,2024-10-02 17:24:26,IP Address,166.181.89.16,60,51,False,2024-10-09 17:24:32,R_7FPNg1GR6jVszyr,,,,,,,anonymous,EN,BI180,BabyInfo,,,,,,,,,,,,,,,,,,
2024-10-21 15:08:17,2024-10-21 15:11:49,IP Address,72.33.2.47,100,212,True,2024-10-21 15:11:50,R_30IrCJU5RAd3F0s,,,,,43.0812,-89.3845,anonymous,EN,BI185,Bi,understands AND says,90,,90,understands AND says,81,,9,understands,91,does NOT understand or say,14,understands AND says,90,does NOT understand or say,13,,
2024-10-22 08:59:24,2024-10-22 09:09:00,IP Address,72.33.2.44,100,575,True,2024-10-22 09:09:00,R_7cpanlNgMBvQRA8,,,,,43.0812,-89.3845,anonymous,EN,BI184,Bi,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2024-10-25 08:21:03,2024-10-25 08:22:45,IP Address,72.33.2.64,100,102,True,2024-10-25 08:22:46,R_56yqkCaSG62Sk4p,,,,,43.0812,-89.3845,anonymous,EN,BI186,BabyInfo,understands AND says,100,understands AND says,100,understands AND says,91,understands AND says,80,understands AND says,100,understands,62,understands AND says,100,understands AND says,100,,
2024-11-08 08:07:32,2024-11-08 08:09:32,IP Address,72.33.2.13,100,120,True,2024-11-08 08:09:33,R_6BPFoI5NwrxIqzy,,,,,43.0782,-89.4075,anonymous,EN,BI189,"BabyInfo ",understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,80,understands AND says,100,understands AND says,75,understands AND says,100,understands,52,,
2024-11-25 09:37:07,2024-11-25 09:38:47,IP Address,72.33.2.219,100,100,True,2024-11-25 09:38:48,R_3C414p4l30PDggV,,,,,43.0782,-89.4075,anonymous,EN,BI191,BabyInfo,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2024-12-03 14:09:04,2024-12-03 14:40:08,IP Address,72.33.2.234,100,1863,True,2024-12-03 14:40:09,R_3dWqQDtoiuMFKme,,,,,43.0812,-89.3845,anonymous,EN,BI192,"BabyInfo ",understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,86,understands AND says,100,understands AND says,100,understands AND says,81,,
2024-12-11 15:26:59,2024-12-11 15:28:13,IP Address,72.33.2.59,100,73,True,2024-12-11 15:28:14,R_1jYok4Zp19oPwY1,,,,,43.0812,-89.3845,anonymous,EN,BI188,Bi,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2025-01-17 09:51:20,2025-01-17 10:31:04,IP Address,72.33.2.155,100,2383,True,2025-01-17 10:31:05,R_6meLH66yEV6ltnh,,,,,43.0782,-89.4075,anonymous,EN,BI194,BabyInfo,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,,
2025-02-03 07:58:07,2025-02-03 08:01:10,IP Address,72.33.2.208,100,182,True,2025-02-03 08:01:10,R_1rltPYUQjiIAyeD,,,,,43.0782,-89.4075,anonymous,EN,BI196,"Baby info ",understands AND says,100,understands AND says,100,understands AND says,100,understands,92,understands AND says,100,understands,90,understands AND says,100,understands AND says,100,,
2025-02-03 07:35:53,2025-02-03 16:38:25,IP Address,72.33.2.41,100,32552,True,2025-02-03 16:38:26,R_7nGEj1npZ4vYQyR,,,,,43.0782,-89.4075,anonymous,EN,BI197,Babyinfo,understands AND says,,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands AND says,100,understands,88,,
